"Total Fuel Consumption
Quantity","Electric Fuel Consumption
Quantity","Total Fuel Consumption
MMBtu","Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",YEAR
"44,035","5,869","193,313","25,763","5,376",2023
"39,539","5,249","1,260,820","167,330","34,931",2023
"805,304","107,096","7,094,728","943,518","196,850",2023
0,0,"33,793","33,793","9,904",2023
0,0,"37,447","37,447","10,975",2023
"174,864",0,"181,065",0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"2,072,460","656,655","2,143,733","679,242","169,319",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"238,531","123,579","248,072","128,522","23,369",2023
38,17,220,102,19,2023
"73,133","13,126","539,502","96,827","17,617",2023
"46,757","8,391","659,413","118,347","21,533",2023
"11,106","1,992","11,417","2,048",373,2023
0,0,"58,294","58,294","17,085",2023
0,0,"7,564","7,564","2,217",2023
0,0,"10,156","10,156","2,977",2023
0,0,0,0,0,2023
"247,037","113,067","271,740","124,373","20,413",2023
167,14,969,84,19,2023
"1,548,340","292,272","1,697,392","320,317","71,995",2023
0,0,0,0,0,2023
"1,686,590","607,016","1,849,174","665,536","150,093",2023
0,0,"2,429","2,429",712,2023
0,0,"13,451","13,451","3,942",2023
0,0,"4,962","4,962","1,454",2023
0,0,"10,606","10,606","3,108",2023
0,0,"15,081","15,081","4,420",2023
0,0,"111,677","111,677","32,731",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,75,2023
"6,455","6,455","6,593","6,593","9,744",2023
607,607,"3,533","3,533",291,2023
"377,301","377,204","384,721","384,621","30,649",2023
0,0,0,0,8,2023
"12,781","12,781","13,164","13,164","11,417",2023
41,41,226,226,17,2023
"325,181","325,076","334,886","334,778","24,829",2023
0,0,0,0,2,2023
"3,341","3,335","3,450","3,444","7,562",2023
15,15,83,83,6,2023
"299,172","297,773","308,907","307,462","23,266",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"1,488,958","41,380","1,576,002","43,831","9,375",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"249,731","249,731","256,650","256,650","187,321",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"3,835,629","3,642,400","3,942,112","3,743,517","326,821",2023
"8,768,217","5,036,690","9,004,958","5,172,681","842,686",2023
0,0,0,0,0,2023
"116,254","29,464","119,395","30,260","5,055",2023
"4,578,101","3,221,834","4,774,702","3,359,817","484,219",2023
"669,000","108,352","7,740,332","1,253,634","31,680",2023
487,81,"2,824",459,11,2023
"552,468","90,618","552,468","90,618","1,699",2023
0,0,0,0,0,2023
"179,887","29,717","1,547,027","255,576","6,929",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"500,682","75,074","3,567,562","535,448","83,449",2023
"320,108","47,999","4,360,421","654,445","101,995",2023
"452,788","63,807","452,788","63,807","9,786",2023
0,0,0,0,0,2023
"150,175","14,970","156,181","15,569","3,559",2023
"436,104","48,811","3,436,499","384,641","87,931",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"3,535,941","1,486,381","3,079,805","1,294,638","72,907",2023
0,0,"46,156","46,156","13,527",2023
0,0,0,0,0,2023
"85,843","7,832","995,508","90,590","17,847",2023
7,1,45,4,1,2023
"2,266,307","205,154","2,334,297","211,308","41,630",2023
"23,285","1,947","13,930","1,166",230,2023
"1,623",147,"15,088","1,362",268,2023
0,0,0,0,0,2023
"223,333","19,280","2,317,108","199,957","39,394",2023
0,0,969,969,284,2023
0,0,0,0,0,2023
"36,867","1,776","442,404","21,310","4,629",2023
0,0,0,0,0,2023
"3,113,148","147,256","3,113,148","147,256","31,985",2023
"16,230",759,"139,579","6,520","1,416",2023
"140,820","6,675","1,188,522","56,341","12,237",2023
"615,651","84,596","15,796,467","2,170,466","398,981",2023
"20,015,708","2,767,206","20,582,379","2,845,367","523,042",2023
"2,759,001","383,161","424,887","59,007","10,847",2023
819,108,"19,298","2,586",475,2023
"138,201","19,069","302,365","41,637","7,654",2023
"2,271,121","246,183","17,260,519","1,870,984","269,013",2023
"4,548",534,"28,196","3,314",477,2023
"26,451","3,117","26,451","3,117",448,2023
0,0,"10,963","10,963","2,356",2023
"21,190,399","6,237,271","22,038,015","6,486,760","1,528,960",2023
"4,167,588","774,103","4,334,292","805,067","174,422",2023
"2,351,514","458,240","736,639","143,609","31,662",2023
"23,794","23,794","24,746","24,746","6,024",2023
"6,701,786","2,483,562","7,339,474","2,720,320","635,471",2023
"934,069","342,514","378,431","136,847","31,968",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"529,216","241,733","330,093","150,785","27,927",2023
"233,554","233,554","242,896","242,896","22,926",2023
"225,354","225,354","234,367","234,367","21,964",2023
"232,873","214,718","242,188","223,306","23,323",2023
0,0,"807,294","807,294","236,604",2023
0,0,"468,088","468,088","137,189",2023
0,0,"19,905","19,905","5,834",2023
0,0,"66,622","66,622","19,526",2023
"207,289","75,871","214,515","78,512","13,981",2023
"4,009,398","1,450,979","4,693,005","1,697,224","302,237",2023
"103,634","25,486","107,649","26,445","4,661",2023
"260,211","64,842","311,496","78,028","13,753",2023
0,0,"86,394","86,394","25,321",2023
0,0,"604,804","604,804","177,258",2023
0,0,"688,006","688,006","201,643",2023
0,0,0,0,0,2023
"445,071","168,640","459,961","174,267","27,275",2023
0,0,"11,615","11,615","3,404",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,"3,228",2023
"308,577","308,577","318,898","318,898","22,329",2023
0,0,0,0,0,2023
"776,059","10,800","9,312,708","129,593","28,767",2023
"404,309","5,538","404,309","5,538","1,230",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"119,724","1,677","1,556,412","21,785","4,835",2023
"36,800",509,"147,200","2,026",451,2023
0,0,"321,449","321,449","94,211",2023
0,0,"52,288","52,288","15,325",2023
0,0,"22,693","22,693","6,651",2023
0,0,"36,805","36,805","10,787",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"11,902","11,902","68,018","68,018","6,533",2023
0,0,0,0,0,2023
"94,471","94,471","100,575","100,575","153,338",2023
"5,035,761","5,035,761","5,364,589","5,364,589","490,797",2023
0,0,0,0,0,2023
"168,644","168,644","2,051,866","2,051,866","132,757",2023
0,0,0,0,46,2023
0,0,0,0,"68,628",2023
296,296,"1,708","1,708",131,2023
"2,125,997","2,125,997","2,190,644","2,190,644","169,694",2023
"914,253","914,253","488,210","488,210","24,873",2023
"143,894","143,894","68,926","68,926","5,443",2023
0,0,0,0,0,2023
"210,592","210,592","210,592","210,592","19,341",2023
"1,560,106","1,560,106","803,457","803,457","72,107",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"1,448,832","1,448,832","725,865","725,865","39,367",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"2,179,646","2,179,646","908,993","908,993","39,994",2023
"657,166","657,166","302,954","302,954","14,667",2023
"450,419","450,419","250,435","250,435","11,766",2023
"751,381","751,381","367,424","367,424","19,316",2023
"575,321","575,321","293,989","293,989","24,585",2023
"3,034,410","3,034,410","1,483,482","1,483,482","84,764",2023
0,0,0,0,0,2023
"2,924","2,924","17,325","17,325","1,031",2023
"352,126","352,126","2,611,252","2,611,252","155,276",2023
"346,631","281,194","360,496","292,441","36,889",2023
0,0,"60,942","60,942","17,861",2023
"65,872","9,637","1,463,765","214,271","40,510",2023
"211,933","31,011","1,733,635","253,590","47,968",2023
0,0,0,0,0,2023
"167,845","24,582","173,217","25,368","4,799",2023
"9,294","1,437","58,102","8,979","1,704",2023
"11,217","1,619","51,823","7,446","1,418",2023
"22,310","3,224","172,958","24,945","4,751",2023
0,0,0,0,0,2023
"351,117","94,074","364,459","97,648","18,139",2023
0,0,0,0,0,2023
"8,762","2,840","9,095","2,947",674,2023
0,0,0,0,0,2023
"130,988",0,"135,965",0,0,2023
"1,526,587","629,279","1,584,336","653,110","124,671",2023
0,0,0,0,0,2023
"1,188,999","370,432","1,256,735","391,559","77,572",2023
0,0,"10,411","10,411","3,051",2023
"22,208,834","22,208,834","22,875,099","22,875,099","3,451,073",2023
0,0,0,0,0,2023
"18,099,089","7,014,685","18,642,061","7,225,125","635,269",2023
"7,389,378","2,870,264","4,907,223","1,905,478","167,539",2023
0,0,0,0,0,2023
"1,724,559","1,257,275","1,556,762","1,121,735","134,664",2023
0,0,0,0,0,2023
"112,771,434","6,664,378","11,917,311","399,695","45,310",2023
"2,596,489","1,001,352","2,710,735","1,045,411","204,180",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
18,2,105,10,2,2023
0,0,0,0,0,2023
"6,881,260","673,630","6,981,192","682,916","132,020",2023
"97,665","97,665","752,769","752,769","36,639",2023
"62,441","62,441","920,035","920,035","44,781",2023
"20,300","20,300","20,909","20,909",999,2023
"71,939","71,939","477,603","477,603","21,961",2023
"45,988","45,988","583,736","583,736","26,842",2023
24,24,24,24,1,2023
"20,306","20,306","121,836","121,836","4,637",2023
"126,256","126,256","1,005,909","1,005,909","39,865",2023
"80,725","80,725","1,229,470","1,229,470","48,725",2023
0,0,"427,371","427,371","125,255",2023
0,0,"37,079","37,079","10,867",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"981,534","93,557","11,661,876","1,111,439","241,923",2023
0,0,0,0,0,2023
"2,350,944","229,377","2,410,716","235,213","51,201",2023
0,0,0,0,0,2023
"253,798","24,325","4,311,012","413,181","89,940",2023
"450,062","39,075","5,495,916","477,178","70,389",2023
"1,125",97,"6,479",564,84,2023
"3,080,348","266,846","3,160,437","273,785","40,243",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"48,137","48,137","14,108",2023
"881,930","133,202","9,401,374","1,419,936","303,725",2023
"7,790","1,197","45,481","6,989","1,495",2023
"1,718,576","253,670","1,735,762","256,207","54,803",2023
"37,891","5,704","112,915","16,993","3,635",2023
"256,916","38,702","2,379,042","358,377","76,657",2023
"422,631","16,411","3,415,906","132,443",0,2023
"270,208","10,492","4,175,023","161,876",0,2023
"65,950","2,599","65,950","2,599",0,2023
"134,841","134,841","895,278","895,278","46,682",2023
"86,212","86,212","1,094,226","1,094,226","57,055",2023
0,0,0,0,0,2023
"3,048","3,048","17,984","17,984",817,2023
"156,276","156,276","1,119,936","1,119,936","52,799",2023
"99,913","99,913","1,368,781","1,368,781","64,531",2023
0,0,0,0,0,2023
"331,717","331,717","2,653,736","2,653,736","177,148",2023
0,0,"42,131","42,131","12,348",2023
0,0,"803,896","803,896","235,608",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"208,068","208,068","1,534,918","1,534,918","87,433",2023
"133,025","133,025","1,876,009","1,876,009","106,862",2023
"4,209","4,209","10,527","10,527",596,2023
"288,142","288,142","2,241,000","2,241,000","124,933",2023
"184,217","184,217","2,738,997","2,738,997","152,696",2023
"69,613","69,613","72,121","72,121","5,822",2023
"712,729","712,729","5,257,803","5,257,803","307,673",2023
"455,679","455,679","6,426,169","6,426,169","376,042",2023
"108,008","108,008","108,008","108,008","6,312",2023
"137,993","1,150","1,068,908","8,915","-7,401",2023
"88,227",736,"1,306,419","10,896","-9,045",2023
"182,236",778,"182,236",778,"-1,485",2023
"2,900","2,900","16,820","16,820","1,018",2023
"376,543","376,543","2,499,926","2,499,926","152,254",2023
"240,740","240,740","3,055,555","3,055,555","186,093",2023
"220,011","220,011","1,787,649","1,787,649","100,905",2023
"140,666","140,666","2,184,875","2,184,875","123,327",2023
"11,044","11,044","11,375","11,375",639,2023
"213,589","213,589","1,543,951","1,543,951","67,498",2023
"136,558","136,558","1,887,046","1,887,046","82,497",2023
"208,629","208,629","1,585,561","1,585,561","83,357",2023
"133,381","133,381","1,937,890","1,937,890","101,880",2023
"9,108","9,108","9,108","9,108",472,2023
"55,350","55,350","56,792","56,792","5,651",2023
0,0,"22,759","22,759","6,670",2023
0,0,"383,523","383,523","112,404",2023
"84,003","77,680","86,357","79,855","7,577",2023
"585,491","541,413","361,248","334,052","31,696",2023
0,0,"18,718","18,718","5,486",2023
0,0,"20,586","20,586","6,033",2023
0,0,"16,599","16,599","4,865",2023
0,0,"16,910","16,910","4,956",2023
725,725,795,795,"211,285",2023
"8,921,845","8,921,845","9,803,356","9,803,356","838,988",2023
0,0,0,0,-225,2023
"11,163","1,690","63,295","9,581","1,520",2023
0,0,0,0,0,2023
"7,265","1,043","7,265","1,043",156,2023
"110,930","26,586","1,663,950","398,771","67,105",2023
0,0,0,0,0,2023
0,0,"113,527","113,527","33,273",2023
0,0,188,188,55,2023
"329,892","329,892","178,142","178,142","14,167",2023
"884,814","362,825","923,746","378,789","27,646",2023
"287,857","24,201","298,507","25,097","5,737",2023
"12,661,211","918,629","6,270,615","453,322","103,632",2023
"89,509,372","17,016,156","9,028,459","1,716,062","389,164",2023
0,0,0,0,0,2023
"3,964,379","753,455","1,962,582","372,974","84,536",2023
"170,265,725","44,365,863","14,286,821","3,724,315","643,128",2023
"12,152,479","3,169,203","12,759,399","3,326,906","574,498",2023
0,0,0,0,0,2023
"1,198",315,"7,522","1,979",342,2023
0,0,0,0,0,2023
0,0,"197,227","197,227","57,804",2023
0,0,0,0,622,2023
"18,900","18,900","19,475","19,475","1,505",2023
7,7,40,40,4,2023
0,0,0,0,"7,752",2023
"356,272","356,272","368,028","368,028","27,996",2023
"635,522","203,654","654,587","209,764","44,357",2023
"1,007,843","454,236","1,051,153","473,625","90,850",2023
"4,799,185","2,461,093","4,943,159","2,534,926","427,380",2023
0,0,"128,987","128,987","37,804",2023
0,0,"36,918","36,918","10,821",2023
0,0,"240,737","240,737","70,556",2023
0,0,"77,961","77,961","22,849",2023
0,0,"295,337","295,337","86,558",2023
0,0,"126,561","126,561","37,093",2023
0,0,"346,888","346,888","101,667",2023
0,0,0,0,0,2023
"2,439","2,439","2,529","2,529",203,2023
"7,658","7,658","232,803","232,803","19,306",2023
"85,125","85,125","1,430,100","1,430,100","116,480",2023
"16,573","16,573","17,236","17,236","1,183",2023
"10,685","10,685","324,824","324,824","24,050",2023
"95,620","95,620","1,581,400","1,581,400","116,261",2023
0,0,0,0,0,2023
"5,605","5,605","32,621","32,621","2,290",2023
"583,249","583,249","6,690,652","6,690,652","474,200",2023
0,0,0,0,0,2023
"8,466","8,466","8,712","8,712","2,562",2023
0,0,0,0,0,2023
"75,090","75,090","77,268","77,268","5,836",2023
"3,332,891","556,761","3,509,534","586,268","128,869",2023
"716,630","502,754","7,839,932","5,500,131","294,120",2023
0,0,0,0,0,2023
"1,222,481","877,351","1,259,156","903,673","48,324",2023
"331,920","233,864","165,962","116,932","6,253",2023
"37,157","25,982","148,628","103,926","5,557",2023
0,0,0,0,0,2023
"133,150","95,868","2,050,511","1,476,380","78,950",2023
"32,911","4,232","816,194","104,934","21,560",2023
"600,291","78,146","7,599,685","989,331","203,265",2023
"706,815","91,284","728,020","94,024","19,318",2023
"9,532","1,210","60,053","7,628","1,567",2023
"657,548","85,836","5,523,402","721,030","148,140",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"771,884","90,540","8,953,854","1,050,253","198,046",2023
"6,604,201","779,626","6,934,409","818,608","154,365",2023
"346,797","40,678","2,705,018","317,302","59,834",2023
"2,497",898,"65,421","23,523","1,981",2023
"359,014","138,529","4,128,666","1,593,087","134,612",2023
0,0,0,0,0,2023
"1,831,968","711,854","1,831,968","711,854","60,169",2023
130,47,753,273,23,2023
"333,287","128,044","2,999,583","1,152,390","97,355",2023
"704,266","704,266","715,023","715,023","658,938",2023
"38,528,600","18,205,532","39,120,894","18,486,161","2,988,659",2023
0,0,"16,050","16,050","4,704",2023
0,0,"184,028","184,028","53,936",2023
0,0,"170,529","170,529","49,979",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"107,737","92,460","2,614,350","2,241,071","204,803",2023
"703,946","592,053","739,142","621,656","56,810",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
"8,307","7,162","218,225","188,135","17,193",2023
"57,289","48,577","502,426","426,042","38,934",2023
"165,876","121,879","1,314,401","950,276","48,827",2023
"106,052","77,920","1,606,460","1,161,431","59,676",2023
"302,139","228,278","314,225","237,408","12,205",2023
"2,961,256","1,155,175","3,079,708","1,201,382","134,575",2023
"8,428,703","837,217","8,765,852","870,706","96,538",2023
0,0,0,0,0,2023
"285,472","85,187","298,618","89,133","16,458",2023
0,0,0,0,0,2023
"1,666,114","825,399","1,743,154","863,535","151,727",2023
0,0,0,0,"2,427",2023
0,0,0,0,0,2023
"95,194","71,467","97,479","73,183","8,227",2023
0,0,0,0,124,2023
0,0,0,0,0,2023
"5,037","3,444","5,199","3,554",358,2023
"300,414","300,414","2,299,270","2,299,270","96,601",2023
"192,065","192,065","2,810,244","2,810,244","118,069",2023
0,0,0,0,0,2023
"228,482","228,482","1,828,384","1,828,384","83,728",2023
"146,083","146,083","2,234,672","2,234,672","102,333",2023
"6,423","6,423","16,167","16,167",744,2023
"110,776","110,776","883,441","883,441","42,012",2023
"70,821","70,821","1,079,750","1,079,750","51,348",2023
"1,364","1,364","1,407","1,407",64,2023
"2,616,270","1,382,156","2,747,083","1,451,263","203,562",2023
"109,663","109,663","841,324","841,324","41,800",2023
"70,113","70,113","1,028,324","1,028,324","51,090",2023
"179,532","179,532","1,324,392","1,324,392","61,574",2023
"114,782","114,782","1,618,731","1,618,731","75,258",2023
"264,653","264,653","2,030,419","2,030,419","107,113",2023
"169,205","169,205","2,481,656","2,481,656","130,918",2023
0,0,0,0,0,2023
"305,205","305,205","2,341,533","2,341,533","141,291",2023
"195,129","195,129","2,861,905","2,861,905","172,691",2023
"262,556","262,556","2,014,332","2,014,332","99,595",2023
"167,863","167,863","2,462,036","2,462,036","121,731",2023
"24,103","24,103","409,751","409,751","22,648",2023
0,0,0,0,0,2023
"283,940","283,940","4,826,980","4,826,980","265,517",2023
"427,822","303,946","3,282,249","2,331,868","179,416",2023
"273,523","194,325","4,011,718","2,850,118","219,291",2023
0,0,0,0,0,2023
"458,069","458,069","3,514,304","3,514,304","208,275",2023
"292,864","292,864","4,295,294","4,295,294","254,561",2023
"506,485","506,485","3,969,403","3,969,403","192,713",2023
"323,817","323,817","4,851,393","4,851,393","235,533",2023
11,11,11,11,1,2023
"106,626","106,626","818,046","818,046","36,096",2023
"68,169","68,169","999,837","999,837","44,118",2023
"145,852","145,852","1,118,992","1,118,992","56,112",2023
"93,248","93,248","1,367,659","1,367,659","68,581",2023
"503,443","503,443","3,862,415","3,862,415","201,495",2023
"321,874","321,874","4,720,787","4,720,787","246,275",2023
0,0,0,0,0,2023
"3,842","3,842","99,892","99,892","8,452",2023
"471,488","471,488","5,901,518","5,901,518","497,210",2023
288,288,"5,184","5,184",431,2023
"8,770","8,770","33,675","33,675","2,815",2023
0,0,"8,468","8,468","2,482",2023
0,0,"2,064","2,064",605,2023
0,0,"118,417","118,417","34,706",2023
0,0,"118,417","118,417","34,706",2023
0,0,"89,225","89,225","26,150",2023
0,0,"78,343","78,343","22,961",2023
0,0,"249,827","249,827","73,220",2023
