"Total Fuel Consumption
Quantity","Electric Fuel Consumption
Quantity","Total Fuel Consumption
MMBtu","Elec Fuel Consumption
MMBtu","Net Generation
(Megawatthours)",YEAR
0,0,"2,794","2,794",819,2023
0,0,"12,314","12,314","3,609",2023
0,0,"157,907","157,907","46,280",2023
"41,259,479","41,259,479","42,579,599","42,579,599","6,399,412",2023
"46,832","46,832","49,101","49,101","73,521",2023
"5,059,608","2,799,570","5,311,413","2,939,709","465,683",2023
"561,364","197,050","581,427","204,110","45,141",2023
"3,305,972","3,305,972","1,561,020","1,561,020","112,849",2023
0,0,"1,677,330","1,677,330","491,597",2023
0,0,"8,717","8,717","2,555",2023
"390,069","390,069","409,183","409,183","45,387",2023
"1,222,615","1,222,615","1,222,615","1,222,615","180,293",2023
0,0,"354,603","354,603","103,592",2023
"615,772","615,772","317,125","317,125","31,473",2023
"552,386","552,386","298,842","298,842","30,903",2023
"645,554","645,554","322,131","322,131","32,098",2023
0,0,"73,103","73,103","21,425",2023
"58,477","58,477","32,161","32,161","2,051",2023
"40,191","40,191","41,315","41,315","4,522",2023
0,0,"20,352","20,352","5,965",2023
0,0,"5,395","5,395","1,581",2023
0,0,"82,420","82,420","24,156",2023
0,0,"8,177","8,177","2,396",2023
0,0,"4,720","4,720","1,383",2023
0,0,"10,772","10,772","3,157",2023
0,0,"7,224","7,224","2,117",2023
0,0,"8,946","8,946","2,622",2023
0,0,"10,430","10,430","3,057",2023
0,0,"14,211","14,211","4,165",2023
0,0,"9,976","9,976","2,924",2023
0,0,"17,720","17,720","5,193",2023
0,0,"11,138","11,138","3,264",2023
0,0,"14,408","14,408","4,223",2023
0,0,"16,747","16,747","4,908",2023
0,0,"17,726","17,726","5,195",2023
0,0,"16,204","16,204","4,749",2023
0,0,"17,224","17,224","5,048",2023
0,0,"13,697","13,697","4,014",2023
0,0,"17,347","17,347","5,084",2023
"206,120","206,120",0,0,"-84,183",2023
0,0,"2,077,437","2,077,437","608,862",2023
0,0,"26,058","26,058","7,637",2023
0,0,"114,045","114,045","33,424",2023
0,0,"114,045","114,045","33,424",2023
0,0,"1,121,111","1,121,111","328,579",2023
0,0,0,0,0,2023
"4,430","4,430","23,399","23,399","2,477",2023
0,0,"3,689","3,689","1,081",2023
"4,503,688","4,503,688","4,728,872","4,728,872","425,626",2023
0,0,"23,947","23,947","7,018",2023
0,0,"2,720,962","2,720,962","797,468",2023
0,0,0,0,0,2023
"1,461,814","1,160,279","723,846","574,499","49,308",2023
0,0,"19,695","19,695","5,772",2023
0,0,0,0,"40,783",2023
"1,516,648","1,516,648","1,537,793","1,537,793","142,374",2023
0,0,"14,737","14,737","4,319",2023
0,0,"6,915","6,915","2,026",2023
0,0,"3,825","3,825","1,121",2023
0,0,"41,620","41,620","12,198",2023
0,0,"147,739","147,739","43,300",2023
"19,163","19,127","9,585","9,566",915,2023
"425,705","424,330","430,813","429,421","40,600",2023
0,0,"3,739","3,739","1,096",2023
0,0,"167,139","167,139","48,986",2023
0,0,"16,360","16,360","4,795",2023
0,0,"84,959","84,959","24,900",2023
0,0,"169,451","169,451","49,663",2023
0,0,"283,265","283,265","83,020",2023
0,0,"6,646","6,646","1,948",2023
0,0,"19,391","19,391","5,683",2023
0,0,"17,083","17,083","5,007",2023
0,0,"18,432","18,432","5,402",2023
0,0,"20,159","20,159","5,908",2023
0,0,"5,774","5,774","1,692",2023
"515,960","515,960","257,983","257,983","15,076",2023
0,0,"167,443","167,443","49,075",2023
0,0,"129,783","129,783","38,038",2023
0,0,"32,575","32,575","9,547",2023
0,0,"131,393","131,393","38,509",2023
0,0,"74,709","74,709","21,896",2023
"2,949,087","2,949,087","3,092,755","3,092,755","1,256,074",2023
"18,168,785","18,168,785","19,050,011","19,050,011","1,862,118",2023
0,0,"1,968","1,968",577,2023
0,0,"19,465","19,465","5,705",2023
0,0,"23,217","23,217","6,804",2023
"4,840","3,841","26,622","21,127","1,706",2023
"385,285","305,771","396,843","314,944","25,431",2023
"2,606","2,606","14,335","14,335","1,580",2023
0,0,0,0,0,2023
0,0,"13,214","13,214","3,873",2023
0,0,"13,204","13,204","3,870",2023
0,0,"9,212","9,212","2,700",2023
0,0,"13,589","13,589","3,983",2023
0,0,"13,390","13,390","3,924",2023
0,0,"28,111","28,111","8,239",2023
0,0,"20,118","20,118","5,897",2023
0,0,"8,284","8,284","2,428",2023
0,0,"8,778","8,778","2,573",2023
0,0,"9,357","9,357","2,742",2023
0,0,"12,808","12,808","3,754",2023
0,0,"61,501","61,501","18,025",2023
0,0,"59,831","59,831","17,536",2023
0,0,"3,842","3,842","1,126",2023
"63,688","27,106","541,351","230,414","19,688",2023
0,0,"5,242","5,242","1,536",2023
"3,269","3,269","3,367","3,367",356,2023
"103,650","103,646","64,262","64,262","6,788",2023
0,0,"10,714","10,714","3,140",2023
"766,597","766,597","390,963","390,963","35,167",2023
0,0,"1,828","1,828",537,2023
0,0,"20,948","20,948","6,139",2023
0,0,"7,708","7,708","2,259",2023
0,0,"10,489","10,489","3,074",2023
0,0,"405,249","405,249","118,772",2023
0,0,"15,170","15,170","4,446",2023
0,0,"6,432","6,432","1,885",2023
0,0,"10,092","10,092","2,958",2023
0,0,0,0,0,2023
0,0,"301,259","301,259","88,294",2023
0,0,"12,877","12,877","3,774",2023
0,0,"49,098","49,098","14,390",2023
0,0,"6,751","6,751","1,978",2023
0,0,"8,976","8,976","2,631",2023
0,0,"1,854,506","1,854,506","543,525",2023
0,0,"12,163","12,163","3,565",2023
0,0,"177,022","177,022","51,882",2023
0,0,"45,514","45,514","13,339",2023
"545,163","545,163","272,583","272,583","22,983",2023
0,0,"6,172","6,172","1,809",2023
0,0,"42,363","42,363","12,416",2023
0,0,"34,077","34,077","9,987",2023
0,0,"11,486","11,486","3,367",2023
"945,059","945,059","970,575","970,575","105,059",2023
0,0,"50,812","50,812","14,892",2023
0,0,"43,990","43,990","12,892",2023
0,0,"26,928","26,928","7,892",2023
0,0,"51,160","51,160","14,994",2023
"3,811,749","3,811,749","3,907,813","3,907,813","1,619,438",2023
"22,187,572","22,187,572","22,749,303","22,749,303","1,976,862",2023
"234,561","234,561","122,910","122,910","10,886",2023
"295,044","295,044","139,850","139,850","11,221",2023
200,200,996,996,68,2023
"413,386","413,386","4,290,235","4,290,235","298,351",2023
0,0,"7,419","7,419","2,174",2023
"2,283","2,283","13,241","13,241","1,433",2023
"11,136,094","11,136,094","11,369,951","11,369,951","1,229,746",2023
"412,263","412,261","205,720","205,720","20,399",2023
0,0,"32,636","32,636","9,565",2023
0,0,"12,188","12,188","3,572",2023
0,0,"26,323","26,323","7,715",2023
0,0,"528,969","528,969","155,032",2023
0,0,"2,314,903","2,314,903","678,459",2023
0,0,"11,845","11,845","3,472",2023
"69,267","69,267","1,010,486","1,010,486","64,136",2023
"2,653","1,791","16,449","11,097","1,530",2023
0,0,"16,367","16,367","4,797",2023
"179,575","179,575","97,330","97,330","9,041",2023
0,0,"9,329","9,329","2,734",2023
0,0,"760,892","760,892","223,005",2023
0,0,"4,209","4,209","1,234",2023
0,0,"5,848","5,848","1,714",2023
0,0,"11,504","11,504","3,371",2023
849,315,"4,958","1,838",408,2023
"372,836","146,650","384,020","151,048","32,955",2023
0,0,"70,528","70,528","20,671",2023
123,123,0,0,-26,2023
"95,104","40,512","96,816","41,239","7,023",2023
0,0,"7,834","7,834","2,296",2023
0,0,"3,772","3,772","1,106",2023
0,0,"893,331","893,331","261,820",2023
0,0,"7,124","7,124","2,088",2023
0,0,"7,780","7,780","2,280",2023
0,0,"180,717","180,717","52,965",2023
"8,743","6,446","9,704","7,155",629,2023
0,0,"1,284,785","1,284,785","376,549",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"987,170","987,170","289,323",2023
0,0,"3,047,345","3,047,345","893,125",2023
"551,018","202,612","577,275","212,243","45,979",2023
0,0,"20,972","20,972","6,147",2023
0,0,"20,038","20,038","5,873",2023
0,0,"19,926","19,926","5,840",2023
0,0,"20,894","20,894","6,124",2023
0,0,"20,978","20,978","6,148",2023
0,0,"14,538","14,538","4,261",2023
0,0,"20,662","20,662","6,056",2023
0,0,"31,821","31,821","9,327",2023
"12,533","5,208","12,997","5,400",993,2023
0,0,"281,601","281,601","82,532",2023
0,0,"14,364","14,364","4,210",2023
0,0,"14,411","14,411","4,224",2023
0,0,"13,416","13,416","3,932",2023
0,0,"12,025","12,025","3,524",2023
0,0,"2,188,310","2,188,310","641,357",2023
0,0,"41,706","41,706","12,223",2023
0,0,"128,959","128,959","37,796",2023
0,0,0,0,0,2023
"61,917","30,863","37,150","18,518","2,605",2023
0,0,"6,671","6,671","1,955",2023
"19,132","2,756","19,132","2,756",525,2023
0,0,"170,899","170,899","50,088",2023
0,0,"157,680","157,680","46,213",2023
0,0,"30,613","30,613","8,972",2023
0,0,"122,582","122,582","35,927",2023
0,0,"7,983","7,983","2,340",2023
0,0,0,0,0,2023
"95,595","95,595","76,475","76,475","10,578",2023
0,0,"8,498","8,498","2,491",2023
0,0,"151,883","151,883","44,514",2023
0,0,"75,877","75,877","22,238",2023
0,0,"165,707","165,707","48,566",2023
0,0,"122,346","122,346","35,858",2023
0,0,"25,951","25,951","7,605",2023
0,0,"8,946","8,946","2,622",2023
0,0,"10,334","10,334","3,029",2023
0,0,"3,811","3,811","1,117",2023
0,0,"3,264","3,264",957,2023
399,399,425,425,37,2023
0,0,"3,846","3,846","1,128",2023
0,0,0,0,0,2023
0,0,"63,981","63,981","18,752",2023
0,0,"70,744","70,744","20,734",2023
0,0,"2,170","2,170",636,2023
0,0,"12,251","12,251","3,591",2023
0,0,"2,195,984","2,195,984","643,606",2023
0,0,"388,210","388,210","113,778",2023
0,0,"2,110,455","2,110,455","618,539",2023
0,0,"5,235","5,235","1,534",2023
0,0,"122,894","122,894","36,018",2023
0,0,"14,089","14,089","4,129",2023
0,0,"17,602","17,602","5,159",2023
0,0,"6,629","6,629","1,943",2023
0,0,"7,874","7,874","2,308",2023
0,0,"21,985","21,985","6,444",2023
0,0,"6,113","6,113","1,792",2023
0,0,"2,521,517","2,521,517","739,014",2023
0,0,"2,369,821","2,369,821","694,555",2023
0,0,"22,637","22,637","6,635",2023
0,0,"647,574","647,574","189,793",2023
0,0,"24,031","24,031","7,043",2023
0,0,"21,192","21,192","6,211",2023
"341,845","341,845","351,418","351,418","22,319",2023
0,0,"22,347","22,347","6,549",2023
0,0,"642,104","642,104","188,190",2023
0,0,"29,841","29,841","8,746",2023
0,0,"17,433","17,433","5,109",2023
0,0,"25,873","25,873","7,583",2023
0,0,"27,471","27,471","8,051",2023
0,0,"30,712","30,712","9,001",2023
0,0,"30,579","30,579","8,962",2023
0,0,"27,175","27,175","7,965",2023
0,0,"4,549","4,549","1,333",2023
0,0,"778,325","778,325","228,114",2023
0,0,"29,866","29,866","8,753",2023
0,0,"25,706","25,706","7,534",2023
0,0,"6,677","6,677","1,957",2023
0,0,"2,097,536","2,097,536","614,753",2023
0,0,"29,048","29,048","8,513",2023
0,0,"1,746,530","1,746,530","511,878",2023
0,0,"4,920","4,920","1,442",2023
0,0,"28,943","28,943","8,483",2023
0,0,"379,973","379,973","111,364",2023
"702,245","702,245","344,100","344,100","32,401",2023
"830,193","830,193","373,586","373,586","33,605",2023
0,0,"10,560","10,560","3,095",2023
0,0,"781,735","781,735","229,113",2023
0,0,"184,234","184,234","53,996",2023
0,0,"930,472","930,472","272,706",2023
0,0,"2,550,740","2,550,740","747,579",2023
0,0,"3,454,212","3,454,212","1,012,371",2023
0,0,"51,146","51,146","14,967",2023
0,0,0,0,0,2023
0,0,0,0,"1,491,375",2023
0,0,0,0,0,2023
"27,074,860","27,074,860","27,968,764","27,968,764","2,397,029",2023
595,595,"3,498","3,498",273,2023
"18,585","18,585","19,196","19,196","1,427",2023
0,0,"9,117","9,117","2,672",2023
"271,964","271,964","190,648","190,648","15,983",2023
0,0,"9,331","9,331","2,735",2023
0,0,"128,832","128,832","37,759",2023
0,0,"7,325","7,325","2,147",2023
0,0,"13,705","13,705","4,017",2023
"134,594","134,594","121,136","121,136","13,190",2023
"208,929","208,929","2,039,094","2,039,094","120,972",2023
"259,712","259,712","2,662,132","2,662,132","152,300",2023
0,0,"2,894","2,894",848,2023
0,0,"9,233","9,233","2,706",2023
0,0,"269,988","269,988","79,129",2023
0,0,"263,112","263,112","77,113",2023
0,0,"463,615","463,615","135,878",2023
"560,666","560,666","576,365","576,365","62,378",2023
"538,843","538,843","553,928","553,928","60,259",2023
0,0,"32,392","32,392","9,493",2023
0,0,"269,079","269,079","78,863",2023
0,0,"98,630","98,630","28,907",2023
0,0,"745,933","745,933","218,620",2023
0,0,"2,030,443","2,030,443","595,089",2023
0,0,"62,328","62,328","18,267",2023
0,0,"32,133","32,133","9,418",2023
0,0,"30,311","30,311","8,884",2023
0,0,"29,810","29,810","8,737",2023
0,0,"20,216","20,216","5,925",2023
0,0,"29,816","29,816","8,738",2023
0,0,"16,658","16,658","4,882",2023
0,0,"20,307","20,307","5,952",2023
0,0,"19,219","19,219","5,633",2023
0,0,"18,326","18,326","5,371",2023
0,0,"28,565","28,565","8,372",2023
0,0,"31,132","31,132","9,124",2023
0,0,"27,785","27,785","8,143",2023
0,0,"30,185","30,185","8,847",2023
"182,246","56,197","106,248","32,763","5,261",2023
0,0,"5,537","5,537","1,623",2023
0,0,"6,083","6,083","1,783",2023
0,0,"32,022","32,022","9,385",2023
0,0,"11,798","11,798","3,458",2023
0,0,"11,985","11,985","3,513",2023
0,0,"11,479","11,479","3,364",2023
0,0,"11,037","11,037","3,235",2023
0,0,"6,176","6,176","1,810",2023
0,0,"6,779","6,779","1,987",2023
0,0,"37,774","37,774","11,071",2023
0,0,"13,059","13,059","3,827",2023
0,0,"13,853","13,853","4,060",2023
0,0,"11,884","11,884","3,483",2023
0,0,"3,295,498","3,295,498","965,855",2023
0,0,"3,255,164","3,255,164","954,034",2023
0,0,"2,537,544","2,537,544","743,712",2023
0,0,"130,091","130,091","38,128",2023
0,0,"645,381","645,381","189,150",2023
0,0,"32,724","32,724","9,591",2023
0,0,"3,544,833","3,544,833","1,038,931",2023
0,0,"2,622,900","2,622,900","768,728",2023
0,0,"2,450,306","2,450,306","718,144",2023
0,0,"1,855,674","1,855,674","543,867",2023
0,0,"2,600,809","2,600,809","762,254",2023
0,0,"800,895","800,895","234,729",2023
0,0,"1,778,788","1,778,788","521,333",2023
0,0,"34,002","34,002","9,965",2023
0,0,"53,191","53,191","15,589",2023
0,0,"39,361","39,361","11,536",2023
0,0,"2,289","2,289",671,2023
0,0,"9,871","9,871","2,893",2023
0,0,"5,383","5,383","1,578",2023
0,0,"3,269","3,269",958,2023
0,0,"5,063","5,063","1,484",2023
0,0,"16,625","16,625","4,873",2023
0,0,"31,623","31,623","9,268",2023
0,0,"120,801","120,801","35,405",2023
0,0,"39,079","39,079","11,453",2023
0,0,"8,432","8,432","2,471",2023
0,0,"2,372","2,372",695,2023
0,0,"1,911","1,911",560,2023
0,0,"2,706","2,706",793,2023
0,0,"4,781","4,781","1,401",2023
0,0,"28,016","28,016","8,211",2023
0,0,"9,810","9,810","2,875",2023
0,0,"7,682","7,682","2,251",2023
0,0,"9,793","9,793","2,870",2023
0,0,"28,061","28,061","8,224",2023
0,0,"31,057","31,057","9,102",2023
0,0,"29,876","29,876","8,756",2023
0,0,"28,576","28,576","8,375",2023
0,0,"30,531","30,531","8,948",2023
0,0,"24,802","24,802","7,269",2023
"558,563","558,563","574,202","574,202","68,136",2023
0,0,"29,467","29,467","8,636",2023
"468,674","468,674","481,798","481,798","53,657",2023
0,0,"19,562","19,562","5,733",2023
0,0,0,0,0,2023
"435,921","435,921","448,126","448,126","49,705",2023
0,0,"5,091","5,091","1,492",2023
0,0,"7,370","7,370","2,160",2023
0,0,0,0,0,2023
0,0,"32,926","32,926","9,650",2023
0,0,"30,694","30,694","8,996",2023
0,0,"2,284,324","2,284,324","669,497",2023
0,0,"95,635","95,635","28,029",2023
0,0,"7,131","7,131","2,090",2023
0,0,"460,154","460,154","134,863",2023
0,0,"233,789","233,789","68,519",2023
0,0,0,0,0,2023
"167,249","132,262","80,280","63,485","5,768",2023
"9,839,109","9,839,109","9,917,822","9,917,822","934,428",2023
0,0,"527,853","527,853","154,705",2023
0,0,"318,025","318,025","93,208",2023
0,0,"1,405,239","1,405,239","411,852",2023
0,0,"5,262","5,262","1,543",2023
0,0,"17,910","17,910","5,249",2023
0,0,"21,205","21,205","6,215",2023
0,0,"22,048","22,048","6,462",2023
0,0,"97,258","97,258","28,505",2023
0,0,"30,707","30,707","9,000",2023
0,0,"28,604","28,604","8,383",2023
0,0,"29,597","29,597","8,674",2023
0,0,"410,579","410,579","120,334",2023
0,0,"12,764","12,764","3,741",2023
0,0,"28,241","28,241","8,277",2023
0,0,"31,509","31,509","9,235",2023
0,0,"30,865","30,865","9,046",2023
0,0,"23,625","23,625","6,924",2023
0,0,"31,016","31,016","9,090",2023
0,0,"24,428","24,428","7,159",2023
0,0,"29,733","29,733","8,714",2023
0,0,"29,717","29,717","8,710",2023
0,0,"29,930","29,930","8,772",2023
0,0,"30,175","30,175","8,844",2023
"242,593","92,180","242,593","92,180","22,362",2023
0,0,"24,629","24,629","7,218",2023
0,0,"24,371","24,371","7,143",2023
0,0,"30,888","30,888","9,053",2023
0,0,"292,552","292,552","85,742",2023
0,0,"15,644","15,644","4,585",2023
0,0,"2,076,025","2,076,025","608,448",2023
0,0,"75,569","75,569","22,148",2023
0,0,"29,023","29,023","8,506",2023
0,0,"132,541","132,541","38,846",2023
0,0,"38,949","38,949","11,415",2023
0,0,"27,241","27,241","7,984",2023
0,0,"30,216","30,216","8,856",2023
0,0,"13,348","13,348","3,912",2023
0,0,"33,350","33,350","9,774",2023
0,0,"5,515,155","5,515,155","1,616,400",2023
0,0,"2,749,528","2,749,528","805,841",2023
0,0,"1,099,725","1,099,725","322,311",2023
0,0,"1,507,269","1,507,269","441,755",2023
0,0,"22,138","22,138","6,488",2023
0,0,"4,600","4,600","1,348",2023
0,0,"4,521","4,521","1,325",2023
0,0,"225,471","225,471","66,082",2023
0,0,"85,836","85,836","25,157",2023
0,0,"10,908","10,908","3,197",2023
0,0,"3,960","3,960","1,161",2023
"7,960","7,960","8,198","8,198",652,2023
0,0,"1,938,102","1,938,102","568,025",2023
0,0,0,0,0,2023
0,0,"1,312","1,312",385,2023
0,0,"3,327,636","3,327,636","975,274",2023
0,0,"89,445","89,445","26,215",2023
0,0,"2,798,775","2,798,775","820,274",2023
0,0,"380,137","380,137","111,412",2023
0,0,"13,469","13,469","3,947",2023
0,0,"23,234","23,234","6,809",2023
0,0,"406,015","406,015","118,996",2023
0,0,"12,229","12,229","3,584",2023
0,0,"30,375","30,375","8,903",2023
0,0,"7,516","7,516","2,203",2023
0,0,"7,311","7,311","2,143",2023
0,0,0,0,0,2023
"522,617","188,042","542,477","195,187","41,290",2023
0,0,"2,038,796","2,038,796","597,537",2023
0,0,"4,802","4,802","1,407",2023
0,0,"6,908","6,908","2,025",2023
0,0,"5,158","5,158","1,512",2023
0,0,"8,714","8,714","2,554",2023
0,0,0,0,0,2023
0,0,0,0,0,2023
0,0,"2,070,658","2,070,658","606,875",2023
0,0,"3,239,153","3,239,153","949,341",2023
0,0,"8,736","8,736","2,560",2023
5,5,28,28,2,2023
0,0,"19,769","19,769","5,794",2023
"3,865,736","3,865,736","4,034,795","4,034,795","548,987",2023
"11,400,388","11,400,388","11,902,989","11,902,989","981,636",2023
0,0,"11,822","11,822","3,465",2023
0,0,"8,608","8,608","2,523",2023
0,0,"12,410","12,410","3,637",2023
0,0,"9,693","9,693","2,841",2023
0,0,"1,773,574","1,773,574","519,805",2023
0,0,"59,963","59,963","17,575",2023
0,0,"119,932","119,932","35,150",2023
0,0,"12,638","12,638","3,704",2023
0,0,"113,739","113,739","33,335",2023
"472,045","472,045","292,196","292,196","27,763",2023
253,253,"1,467","1,463",132,2023
"473,088","473,088","487,280","487,280","43,737",2023
9,5,52,30,4,2023
0,0,"5,351","5,351","1,569",2023
0,0,"42,195","42,195","12,367",2023
0,0,"28,765","28,765","8,430",2023
0,0,"11,144","11,144","3,266",2023
0,0,"5,831","5,831","1,709",2023
0,0,"19,661","19,661","5,762",2023
0,0,"30,258","30,258","8,868",2023
0,0,"28,832","28,832","8,450",2023
0,0,"8,393","8,393","2,460",2023
0,0,"15,317","15,317","4,489",2023
"21,973","11,917","22,675","12,298","2,064",2023
"210,753","114,300","133,196","72,237","12,126",2023
0,0,"8,113","8,113","2,378",2023
0,0,"5,332","5,332","1,562",2023
0,0,"9,640","9,640","2,825",2023
0,0,"1,664,183","1,664,183","487,744",2023
0,0,"87,899","87,899","25,762",2023
0,0,"126,953","126,953","37,208",2023
0,0,"168,099","168,099","49,267",2023
0,0,"9,664","9,664","2,832",2023
0,0,"799,162","799,162","234,221",2023
0,0,"36,020","36,020","10,557",2023
0,0,0,0,0,2023
0,0,"756,889","756,889","221,831",2023
"122,945","122,944","74,503","74,503","7,934",2023
0,0,"921,534","921,534","270,086",2023
0,0,"71,938","71,938","20,961",2023
0,0,"401,377","401,377","117,637",2023
0,0,"101,991","101,991","29,892",2023
0,0,"132,171","132,171","38,737",2023
0,0,"118,375","118,375","34,694",2023
0,0,0,0,0,2023
"6,164,332","6,164,332","6,188,988","6,188,988","716,969",2023
0,0,"116,782","116,782","34,227",2023
0,0,"138,636","138,636","40,632",2023
0,0,"17,797","17,797","5,216",2023
0,0,"1,245,007","1,245,007","364,890",2023
0,0,"8,481","8,481","2,486",2023
190,190,"1,113","1,113",46,2023
0,0,"2,544,456","2,544,456","745,738",2023
0,0,"1,059,239","1,059,239","310,445",2023
0,0,"42,016","42,016","12,314",2023
"2,902,572","2,902,572","2,976,331","2,976,331","296,369",2023
0,0,"113,026","113,026","33,126",2023
"569,665","569,665","593,591","593,591","1,639,606",2023
"29,422,812","29,422,812","30,658,571","30,658,571","2,790,542",2023
0,0,"2,961,027","2,961,027","867,827",2023
0,0,"105,626","105,626","30,958",2023
0,0,"199,117","199,117","58,358",2023
0,0,"394,029","394,029","115,483",2023
"254,300","254,300","117,233","117,233","11,713",2023
"4,580","2,549","4,580","2,549",255,2023
"1,843,958","1,060,237","1,014,176","583,130","58,012",2023
0,0,"12,353","12,353","3,620",2023
0,0,"23,342","23,342","6,841",2023
0,0,"7,745","7,745","2,270",2023
0,0,"24,202","24,202","7,093",2023
0,0,"9,947","9,947","2,915",2023
0,0,"10,367","10,367","3,039",2023
0,0,0,0,0,2023
0,0,"273,068","273,068","80,032",2023
0,0,"1,139,952","1,139,952","334,101",2023
0,0,"1,977","1,977",560,2023
0,0,0,0,0,2023
0,0,"3,354","3,354",983,2023
0,0,"6,881","6,881","2,017",2023
0,0,"10,617","10,617","3,111",2023
0,0,"15,518","15,518","4,548",2023
0,0,"7,309","7,309","2,142",2023
0,0,"11,764","11,764","3,448",2023
0,0,"7,483","7,483","2,193",2023
0,0,"1,795,961","1,795,961","526,366",2023
212,212,"1,168","1,168",101,2023
"77,100","77,100","771,000","771,000","41,991",2023
212,212,"2,120","2,120",115,2023
0,0,"21,894","21,894","6,417",2023
0,0,"18,260","18,260","5,352",2023
0,0,"10,697","10,697","3,135",2023
0,0,"6,579","6,579","1,928",2023
0,0,"10,792","10,792","3,163",2023
0,0,"8,943","8,943","2,621",2023
0,0,"14,610","14,610","4,282",2023
"12,351","12,351","13,527","13,527","1,107",2023
0,0,"13,436","13,436","3,938",2023
0,0,"9,094","9,094","2,665",2023
0,0,"10,735","10,735","3,147",2023
0,0,"11,307","11,307","3,314",2023
0,0,"21,960","21,960","6,436",2023
0,0,"29,367","29,367","8,607",2023
"7,281","7,281","7,143","7,143",922,2023
0,0,"5,229","5,229","1,532",2023
"69,560","69,560","68,237","68,237","8,090",2023
0,0,"2,030","2,030",595,2023
0,0,"6,683","6,683","1,959",2023
0,0,"3,611,099","3,611,099","1,058,352",2023
0,0,"2,045,068","2,045,068","599,375",2023
0,0,"1,308,239","1,308,239","383,423",2023
0,0,"1,938,959","1,938,959","568,276",2023
0,0,"2,904,427","2,904,427","851,239",2023
0,0,"40,470","40,470","11,861",2023
0,0,"239,774","239,774","70,274",2023
280,280,"1,577","1,577",108,2023
0,0,"5,403","5,403","1,584",2023
0,0,"87,463","87,463","25,634",2023
0,0,"7,819","7,819","2,292",2023
0,0,"20,349","20,349","5,964",2023
0,0,"5,461","5,461","1,600",2023
0,0,"5,742","5,742","1,683",2023
0,0,"17,917","17,917","5,251",2023
0,0,"25,280","25,280","7,409",2023
0,0,"2,614,402","2,614,402","766,238",2023
0,0,"729,278","729,278","213,739",2023
0,0,"25,747","25,747","7,546",2023
0,0,"86,410","86,410","25,325",2023
0,0,"72,075","72,075","21,124",2023
0,0,"126,928","126,928","37,200",2023
0,0,"10,058","10,058","2,948",2023
0,0,0,0,"308,233",2023
"7,107,841","7,107,841","7,107,841","7,107,841","638,763",2023
0,0,"9,230","9,230","2,705",2023
0,0,"3,878","3,878","1,137",2023
0,0,"4,997","4,997","1,465",2023
0,0,"53,919","53,919","15,803",2023
0,0,"5,351","5,351","1,568",2023
0,0,"5,627","5,627","1,650",2023
0,0,"31,515","31,515","9,236",2023
0,0,"30,655","30,655","8,985",2023
0,0,"31,767","31,767","9,311",2023
0,0,"29,057","29,057","8,516",2023
0,0,"12,850","12,850","3,766",2023
0,0,"32,715","32,715","9,588",2023
0,0,"29,811","29,811","8,737",2023
0,0,"28,764","28,764","8,430",2023
0,0,"28,304","28,304","8,295",2023
0,0,"32,289","32,289","9,463",2023
0,0,"31,070","31,070","9,106",2023
0,0,"13,544","13,544","3,969",2023
0,0,"13,457","13,457","3,944",2023
"24,087","24,087","13,248","13,248",809,2023
0,0,"140,743","140,743","41,250",2023
0,0,"1,180,504","1,180,504","345,986",2023
0,0,"11,021","11,021","3,230",2023
0,0,"11,536","11,536","3,381",2023
0,0,"8,685","8,685","2,546",2023
0,0,"8,514","8,514","2,495",2023
0,0,"20,912","20,912","6,129",2023
0,0,"18,750","18,750","5,495",2023
0,0,"13,323","13,323","3,905",2023
0,0,"29,096","29,096","8,527",2023
0,0,"35,037","35,037","10,269",2023
0,0,"13,868","13,868","4,065",2023
0,0,"4,927","4,927","1,444",2023
0,0,"6,497","6,497","1,904",2023
0,0,"5,363","5,363","1,572",2023
0,0,"8,943","8,943","2,621",2023
0,0,"8,301","8,301","2,433",2023
0,0,"7,606","7,606","2,229",2023
0,0,"11,369","11,369","3,332",2023
0,0,"5,346","5,346","1,567",2023
0,0,"22,613","22,613","6,628",2023
0,0,"5,040","5,040","1,477",2023
0,0,154,154,45,2023
0,0,"20,220","20,220","5,926",2023
0,0,0,0,0,2023
"386,177","386,177","128,597","128,597","10,875",2023
0,0,"10,659","10,659","3,124",2023
"8,932,936","7,579,841","8,182,569","6,943,135","598,266",2023
0,0,"14,522","14,522","4,256",2023
0,0,"293,957","293,957","86,154",2023
0,0,"31,831","31,831","9,329",2023
0,0,"30,871","30,871","9,048",2023
"83,296","83,296",0,0,"-12,452",2023
0,0,"554,081","554,081","162,392",2023
0,0,"28,743","28,743","8,424",2023
0,0,"110,016","110,016","32,244",2023
0,0,"26,440","26,440","7,749",2023
0,0,"122,007","122,007","35,758",2023
0,0,"31,060","31,060","9,103",2023
0,0,"31,357","31,357","9,190",2023
0,0,"31,918","31,918","9,355",2023
0,0,"31,078","31,078","9,108",2023
0,0,"25,688","25,688","7,529",2023
0,0,"263,845","263,845","77,329",2023
0,0,"5,996","5,996","1,757",2023
0,0,"5,630","5,630","1,650",2023
0,0,"241,771","241,771","70,859",2023
0,0,"8,936","8,936","2,619",2023
0,0,"32,370","32,370","9,487",2023
